line_id,branch_code,from_visual_node_id,to_visual_node_id,x0,y0,x1,y1,color
7,main,신풍_L7,대림_L7,1520.0,1964.0,1424.0,1964.0,#747F00
7,main,대림_L7,남구로_L7,1424.0,1964.0,1340.0,1964.0,#747F00
7,main,남구로_L7,가산디지털단지_L7,1340.0,1964.0,1260.0,1964.0,#747F00
7,main,가산디지털단지_L7,철산_L7,1260.0,1964.0,1172.0,1964.0,#747F00
7,main,철산_L7,광명사거리_L7,1172.0,1964.0,1084.0,1964.0,#747F00
7,main,광명사거리_L7,천왕_L7,1084.0,1964.0,996.0,1964.0,#747F00
7,main,천왕_L7,온수_L7,996.0,1964.0,996.0,1820.0,#747F00
8,main,암사역사공원_L8,암사_L8,3556.0,1636.0,3464.0,1636.0,#E6186C
8,main,암사_L8,천호_L8,3464.0,1636.0,3340.0,1636.0,#E6186C
8,main,천호_L8,강동구청_L8,3340.0,1636.0,3240.0,1636.0,#E6186C
8,main,강동구청_L8,몽촌토성_L8,3240.0,1636.0,3140.0,1636.0,#E6186C
8,main,몽촌토성_L8,잠실_L8,3140.0,1636.0,2972.0,1800.0,#E6186C
8,main,잠실_L8,석촌_L8,2972.0,1800.0,3130.0,1964.0,#E6186C
8,main,석촌_L8,송파_L8,3130.0,1964.0,3216.0,2052.0,#E6186C
8,main,송파_L8,가락시장_L8,3216.0,2052.0,3300.0,2140.0,#E6186C
8,main,가락시장_L8,문정_L8,3300.0,2140.0,3360.0,2204.0,#E6186C
8,main,문정_L8,장지_L8,3360.0,2204.0,3420.0,2264.0,#E6186C
8,main,장지_L8,복정_L8,3420.0,2264.0,3480.0,2328.0,#E6186C
8,main,복정_L8,남위례_L8,3480.0,2328.0,3628.0,2328.0,#E6186C
8,main,남위례_L8,산성_L8,3628.0,2328.0,3768.0,2328.0,#E6186C
8,main,산성_L8,남한산성입구_L8,3768.0,2328.0,3768.0,2436.0,#E6186C
8,main,남한산성입구_L8,단대오거리_L8,3768.0,2436.0,3768.0,2544.0,#E6186C
8,main,단대오거리_L8,신흥_L8,3768.0,2544.0,3768.0,2652.0,#E6186C
8,main,신흥_L8,수진_L8,3768.0,2652.0,3580.0,2652.0,#E6186C
8,main,수진_L8,모란_L8,3580.0,2652.0,3392.0,2652.0,#E6186C
