mark_status,visual_node_no,visual_node_id,station_key,station_name,display_name,line_id,branch_codes,x_px,y_px,x_pct,y_pct,marker_radius_px,is_transfer_station,is_branch_node,label_owner,alias_or_note,memo
완료,152,신금호_L5,신금호,신금호,신금호역,5,common,2628,1344,51.328125,46.666666666666664,10,False,False,True,,
완료,153,행당_L5,행당,행당,행당역,5,common,2740,1244,53.515625,43.19444444444444,10,False,False,True,,
완료,154,마장_L5,마장,마장,마장역,5,common,2884,1144,56.32812499999999,39.72222222222222,10,False,False,True,,
완료,155,답십리_L5,답십리,답십리,답십리역,5,common,3084,1144,60.23437499999999,39.72222222222222,10,False,False,True,,
완료,156,장한평_L5,장한평,장한평,장한평역,5,common,3192,1144,62.34375,39.72222222222222,10,False,False,True,,
완료,157,군자_L5,군자,군자,군자역,5,common,3192,1250,62.34375,43.40277777777778,12,True,False,True,,
완료,158,아차산_L5,아차산,아차산,아차산역,5,common,3192,1368,62.34375,47.5,10,False,False,True,,
완료,159,광나루_L5,광나루,광나루,광나루역,5,common,3192,1484,62.34375,51.52777777777777,10,False,False,True,,
완료,160,천호_L5,천호,천호,천호역,5,common,3340,1636,65.234375,56.80555555555556,12,True,False,True,,
완료,161,강동_L5,강동,강동,강동역,5,common;hanam_branch;macheon_branch,3468,1760,67.734375,61.111111111111114,10,False,True,True,,
완료,162,길동_L5,길동,길동,길동역,5,hanam_branch,3616,1760,70.625,61.111111111111114,10,False,False,True,,
완료,163,굽은다리_L5,굽은다리,굽은다리,굽은다리역,5,hanam_branch,3764,1760,73.515625,61.111111111111114,10,False,False,True,,
완료,164,명일_L5,명일,명일,명일역,5,hanam_branch,3912,1760,76.40625,61.111111111111114,10,False,False,True,,
완료,165,고덕_L5,고덕,고덕,고덕역,5,hanam_branch,4060,1760,79.296875,61.111111111111114,10,False,False,True,,
완료,166,상일동_L5,상일동,상일동,상일동역,5,hanam_branch,4208,1760,82.1875,61.111111111111114,10,False,False,True,,
완료,167,강일_L5,강일,강일,강일역,5,hanam_branch,4356,1760,85.078125,61.111111111111114,10,False,False,True,,
완료,168,미사_L5,미사,미사,미사역,5,hanam_branch,4356,1928,85.078125,66.94444444444444,10,False,False,True,,
완료,169,하남풍산_L5,하남풍산,하남풍산,하남풍산역,5,hanam_branch,4356,2096,85.078125,72.77777777777777,10,False,False,True,,
완료,170,하남시청_L5,하남시청,하남시청,하남시청역,5,hanam_branch,4356,2264,85.078125,78.61111111111111,10,False,False,True,하남시청(덕풍·신장),
완료,171,하남검단산_L5,하남검단산,하남검단산,하남검단산역,5,hanam_branch,4356,2436,85.078125,84.58333333333333,10,False,True,True,,
완료,172,둔촌동_L5,둔촌동,둔촌동,둔촌동역,5,macheon_branch,3574,1862,69.8046875,64.65277777777779,10,False,False,True,,
완료,173,올림픽공원_L5,올림픽공원,올림픽공원,올림픽공원역,5,macheon_branch,3680,1964,71.875,68.19444444444444,10,False,False,True,,
완료,174,방이_L5,방이,방이,방이역,5,macheon_branch,3772,2052,73.671875,71.25,10,False,False,True,,
완료,175,개롱_L5,개롱,개롱,개롱역,5,macheon_branch,3964,2240,77.421875,77.77777777777779,10,False,False,True,,
완료,176,거여_L5,거여,거여,거여역,5,macheon_branch,4064,2336,79.375,81.11111111111111,10,False,False,True,,
완료,177,마천_L5,마천,마천,마천역,5,macheon_branch,4164,2436,81.328125,84.58333333333333,10,False,True,True,,
완료,178,동묘앞_L6,동묘앞,동묘앞,동묘앞역,6,main,2528,980,49.375,34.02777777777778,12,True,False,False,,
완료,179,신당_L6,신당,신당,신당역,6,main,2528,1144,49.375,39.72222222222222,12,True,False,False,,
완료,180,합정_L6,합정,합정,합정역,6,main,1424,1332,27.8125,46.25,12,True,False,False,,
완료,181,연신내_L6,연신내,연신내,연신내역,6,main,1296,488,25.3125,16.944444444444446,12,True,False,False,,
완료,182,불광_L6,불광,불광,불광역,6,main,1460,488,28.515625,16.944444444444446,12,True,False,False,,
